id,name,highway,public_tra,operator,shelter,bus,route_ref,network,bench,wheelchair,amenity,railway,website,train,covered,line,route,alt_name,ferry,contact_we,opening_ho,contact_ph,email,contact_mo,station,aeroway,contact_em,contact_fa,official_n,lat,lon,COD_RIP,COD_REG,COD_PROV,COD_CM,COD_PCM,DEN_PROV,DEN_CM,DEN_PCM,SIGLA,Shape_Leng,Shape_Area
29538776.00000,A Ski,,stop_position,,,,,,,,,,,,,,,,,,,,,,,,,,,46.4222581,11.676957,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
29541476.00000,Adler to Bolzano,,stop_position,,,,,,,,,,,,,,,,,,,,,,,,,,,46.4166644,11.5692984,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
80035502.00000,Gomagoi,bus_stop,stop_position,,,,,,,,,,,,,,,,,,,,,,,,,,,46.5755163,10.539957,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
80051589.00000,Moos i. P. / Moso in P. Platterköfel,bus_stop,stop_position,,,yes,,,,,,,,,,,,,,,,,,,,,,,,46.8832693,11.1466817,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
80051781.00000,Moos i. P. Oberglanegg Kehre / Moso in P. Tornante Oberplanegg,,stop_position,,,yes,,,,,,,,,,,,,,,,,,,,,,,,46.8821266,11.1122115,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
89128018.00000,"Kastelbell, Gewerbezone Galsaun",,stop_position,,,yes,,,,,,,,,,,,,,,,,,,,,,,,46.6343054,10.9238713,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
94907799.00000,Laas - Lasa,,stop_position,,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,46.6182367,10.6953757,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
94907802.00000,Schluderns-Glurns - Sluderno-Glorenza,,stop_position,STA,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,46.664817,10.5815946,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
96050781.00000,Staben - Stava,,stop_position,STA,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,46.6453158,10.9661666,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
143440972.00000,Col,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.559867,11.7623762,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
244094208.00000,Plankenstein,,stop_position,"SASA;SAD",,yes,,Verkehrsverbund Südtirol,,,,,,,,,,,,,,,,,,,,,,46.6681895,11.1655212,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
245787026.00000,Brenner - Brennero,,stop_position,,,,,,,,,,,yes,,,,,,,,,,,,,,,,47.0024421,11.50543,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
248009842.00000,Mesiano / Facoltà Ingegneria,bus_stop,,,no,,,,,,,,,,,,,,,,,,,,,,,,,46.0671184,11.1394574,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
248049459.00000,Valsugana / Corallo,bus_stop,,,no,,,,,,,,,,,,,,,,,,,,,,,,,46.0692888,11.1364461,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
248049727.00000,Mesiano / Facoltà Ingegneria,bus_stop,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,46.0672292,11.1396044,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
248050135.00000,San Dona,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0715906,11.1383529,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
248050308.00000,Ponte Lodovico,bus_stop,,,no,,,,,,,,,,,,,,,,,,,,,,,,,46.0696505,11.1400415,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
248050494.00000,Ponte Lodovico,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0693154,11.1388582,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
248077110.00000,Cavalese,,,,,,,,,yes,bus_station,,,,,,,,,,,,,,,,,,,46.2881238,11.4635661,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
248949925.00000,Venezia / Port'Aquila,bus_stop,,,no,,,,,,,,,,,,,,,,,,,,,,,,,46.0698619,11.1283012,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
250314606.00000,Mezzavalle B SKI-146,,stop_position,,,yes,,,,,,,,,,,,,,,,,,,,,,,,46.3372372,11.6093364,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
250314608.00000,Mezzavalle A SKI-146,,stop_position,,,yes,,,,,,,,,,,,,,,,,,,,,,,,46.3376315,11.6099384,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
250315201.00000,Moena h. Dolomit(Cavaletti)i A SKI-89,,stop_position,,,yes,,,,,,,,,,,,,,,,,,,,,,,,46.3762129,11.6586948,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
250315206.00000,Moena Piazza Ramon A SKI-87,,stop_position,,,yes,,,,,,,,,,,,,,,,,,,,,,,,46.3763015,11.6609419,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
251219270.00000,Toblach - Dobbiaco,,,,,,,,,yes,,station,,,,,,,,,,,,,,,,,,46.7249742,12.2255261,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
251219280.00000,S. Sepolcro - Außerkirchl,,,,,,,,,,bus_station,,,,,,,,,,,,,,,,,,,46.7343648,12.2788709,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
251219281.00000,Dobbiaco Autostazione,,,Cortina express / Südtirol Mobil / Citybus Toblach/Dobbiaco,,,,,,yes,bus_station,,,,,,,,,,,,,,,,,,,46.734206,12.2237873,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
251321399.00000,Olang - Antholz / Valdaora - Anterselva,,stop_position,,,,,,,yes,,,,,,,,,,,,,,,,,,,,46.7672602,12.0303236,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
257122850.00000,Sulden - Solda,bus_stop,stop_position,,,,,,,,,,,,,,,,,,,,,,,,,,,46.5280241,10.5833681,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
261709053.00000,Limone traghetto,,stop_position,Navigazione Laghi,,,,,,yes,ferry_terminal,,,,,,,,yes,"https://
www.navigazionelaghi.it",,,,,,,,,,45.8114199,10.7940821,1,3,17,0,17,Brescia,-,Brescia,BS,488116.23743,4785482418.91000
262664690.00000,Feuerwehr - Vigili del Fuoco,,stop_position,,,yes,,,,,,,,,,,,,,,,,,,,,,,,46.5433742,11.2062311,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
262943342.00000,Maderweg - Vicolo Mader,,stop_position,,,yes,,,,,,,,,,,,,,,,,,,,,,,,46.7277121,11.6505922,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
262945569.00000,Anri,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.5609395,11.7353828,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
262981070.00000,Filippi,,stop_position,,,yes,,,,,,,,,,,,,,,,,,,,,,,,46.7428098,11.639516,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
262981083.00000,Vahrn Volksbank - Varna Banca Popolare,,stop_position,,,yes,,,,,,,,,,,,,,,,,,,,,,,,46.7379612,11.6403469,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
265674523.00000,,,stop_position,,,,,,,,,,,,,,,,,,,,,,,,,,,46.66659,11.7707079,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
265674747.00000,,,stop_position,,,yes,,,,,,,,,,,,,,,,,,,,,,,,46.637479,11.6727799,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
265674768.00000,Fuchsloch,,stop_position,,,yes,,,,,,,,,,,,,,,,,,,,,,,,46.6355546,11.665938,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
265675934.00000,Vigo h. Olympic B--SKI 65,,stop_position,,,yes,,,,,,,,,,,,,,,,,,,,,,,,46.4192232,11.6802707,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
265678790.00000,Penia Sonia A Ski-3,,stop_position,,,yes,,,,,,,,,,,,,,,,,,,,,,,,46.4579123,11.7911245,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
267130151.00000,Kaltern Bahnhof - Caldaro Stazione,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.4191773,11.2515855,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
269026743.00000,,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.8832631,11.0862998,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
270542440.00000,Untergassser,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.8906998,11.8461435,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
270542574.00000,Unterlappach,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9080125,11.8111465,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
270542955.00000,Mühlwald See - Selva dei Molini Lago,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.8916096,11.8715721,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
276606873.00000,Scalo di Malcesine,,stop_position,Navigazione Laghi,,,,,,,ferry_terminal,,,,,,,,yes,https://www.navigazionelaghi.it,,,,,,,,,,45.76339,10.8067493,2,5,23,0,23,Verona,-,Verona,VR,368174.75533,3096279854.80000
278467111.00000,La Villa Strada Colz - Stern Colzstraße,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.5830061,11.9038173,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
279318365.00000,Taio,,,Trentino trasporti,,,,,,,,station,,,,,,,,,,,,,,,,,,46.3222249,11.0678917,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
279318407.00000,Mollaro,,,Trentino Trasporti,,,,,,,,station,,,,,,,,,,,,,,,,,,46.2948509,11.0681114,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
279324072.00000,Tassullo,,,,,,,,,,,station,,,,,,,,,,,,,,,,,,46.3412794,11.0540006,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
280013626.00000,Millander Hof,,stop_position,,,yes,,"Sad/Pizzinini Linien 320.2,321",,,,,,,,,,,,,,,,,,,,,,46.7051758,11.6601933,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
280016040.00000,Millanderau - Prà Millan,,stop_position,,,yes,,,,,,,,,,,,,,,,,,,,,,,,46.7082614,11.6615965,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
280017728.00000,Plose Gondellift - Cabinovia Plose,bus_stop,,SAD Nahverkehr A.G.,,,,,,,,,http://www.sii.bz.it/,,,,,,,,,,,,,,,,,46.6972218,11.6823271,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
280084550.00000,,,stop_position,SAD,,yes,,Südtiroler Verkehrsverbund,,,,,,,,,,,,,,,,,,,,,,46.695231,11.1685246,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
280529913.00000,Moena Hotel La Campagnola,,stop_position,,,,,Trentino Trasporti,,,,,,,,,,,,,,,,,,,,,,46.3740004,11.6650235,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
280578810.00000,Niederrasen - Brunnerhof  -  Rasun di Sotto - Brunnerhof,,stop_position,,,yes,431,,,,,,,,,,,,,,,,,,,,,,,46.7769834,12.0455549,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
280578813.00000,Niederrasen - Brunnerhof  -  Rasun di Sotto - Brunnerhof,,stop_position,,,yes,431,,,,,,,,,,,,,,,,,,,,,,,46.7772376,12.0458748,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
280578858.00000,Niederrasen - Metzgerei Steiner,,stop_position,,,yes,,,,,,,,,,,,,,,,,,,,,,,,46.7781775,12.0483512,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
280579089.00000,Oberrasen - Hauser,bus_stop,,,no,,,,,,,,,,,,,,,,,,,,,,,,,46.787643,12.056491,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
280579112.00000,Oberrasen - Kirche  -  Rasun di Sopra - Chiesa,,stop_position,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,46.7893497,12.0579666,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
283351536.00000,Abzweigung Niederolang - Bivio Valdora di Sotto,,stop_position,,,yes,,,,,,,,,,,,,,,,,,,,,,,,46.7679559,12.0197775,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
283560750.00000,Mühlegg,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9910607,11.9635981,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
287416955.00000,Latsch - Laces,,,STA,,,,,,yes,,station,,,,,,,,,,,,,,,,,,46.6196694,10.860744,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
287433346.00000,Naturns - Naturno,,stop_position,STA,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,46.6451069,11.0043829,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
288469530.00000,Gassl,,stop_position,,,yes,,,,,,,,,,,,,,,,,,,,,,,,46.7483448,12.0121961,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
288908601.00000,Mals - Malles Venosta,,,STA,,,,,,yes,,station,,,,,,,,,,,,,,,,,,46.684138,10.5487511,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
289226755.00000,Antholz Mittertal - Anterselva di Mezzo,bus_stop,stop_position,,,yes,,,,,,,,,,,,,,,,,,,,,,,,46.859029,12.0994414,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
290011970.00000,"Partschins, Parkdeck - Parcines, Parcheggio",bus_stop,platform,SASA,yes,,213,Verkehrsverbund Südtirol,yes,no,,,,,,,,,,,,,,,,,,,,46.6832506,11.075016,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
290221368.00000,Eyrs - Oris,,stop_position,STA,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,46.6266712,10.645901,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
290223751.00000,Spondinig - Spondigna,,stop_position,,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,46.634181,10.610926,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
290279220.00000,"Naturns, Kompatsch",,stop_position,SAD,,yes,,Verkehrsverbund Südtirol,,,,,,,,,,,,,,,,,,,,,,46.6500681,10.9918741,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
291578544.00000,Plaus,,stop_position,STA,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,46.6584702,11.0410377,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
292019945.00000,Cognola / centro civico,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0764207,11.1416633,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
292019992.00000,Cognola / San Vito,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0756353,11.1418613,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
292019994.00000,Cognola / San Vito,bus_stop,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,46.0757123,11.1408493,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
292021236.00000,San Dona / Chiesa,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0721605,11.1383865,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
292021455.00000,Valsugana / Corallo,bus_stop,,,no,,,,,,,,,,,,,,,,,,,,,,,,,46.0685559,11.1363511,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
292035922.00000,San Dona,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0708567,11.139509,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
292147644.00000,Tschars - Ciardes,,stop_position,STA,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,46.6351109,10.9400798,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
292393102.00000,Knotten,,stop_position,,,yes,243,,,,,,,,,,,,,,,,,,,,,,,46.4912279,10.8692752,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
294104718.00000,Pozza h. Montana SKI-58,,stop_position,,,yes,,,,,,,,,,,,,,,,,,,,,,,,46.425199,11.6827972,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
294161192.00000,Pera impianti Vajolet - Fraine B SKI-45,,stop_position,,,yes,,,,,,,,,,,,,,,,,,,,,,,,46.43881,11.6930116,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
296330680.00000,Spondinig,bus_stop,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,46.6343151,10.6112938,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
296357973.00000,Schluderns - Sluderno,bus_stop,platform,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,46.6651426,10.582142,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
296902601.00000,"Burgeis, Kreisverkehr",,stop_position,SAD,,,,,,,,,,,,,,,,,,,,,,,,,,46.7114581,10.5337467,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
296985541.00000,Goldrain - Coldrano,,stop_position,STA,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,46.6188454,10.8210824,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
298686995.00000,Pozza Aloch A--SKI 54,,stop_position,,,,,,,,,,,,,,,,,,,,,,,,,,,46.4292685,11.6947771,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
298693632.00000,Pozza Buffaure B--SKI 55,,stop_position,,,yes,,,,,,,,,,,,,,,,,,,,,,,,46.4280148,11.6970582,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
299473983.00000,Toblburg,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.919108,11.983709,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
299497148.00000,Deutschnofen Moos - Nova Ponente Moos,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.4024648,11.4532704,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
300391103.00000,Bike Shop Carpentari,,,,,,,,,,bicycle_rental,,http://www.carpentari.com,,yes,,,,,,,,,,,,,,,45.8726651,10.8741242,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
300458125.00000,Mazzin Ufficio Turistico A SKI-42,,stop_position,,,yes,,,,,,,,,,,,,,,,,,,,,,,,46.4581584,11.7013503,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
301864862.00000,Weissenbach Ort,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9495643,11.8756218,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
301864937.00000,Endhaltestelle Weissenbach,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9462506,11.861495,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
302014525.00000,"Mals, Abzweigung Schleis - Malles, Bivio Clusio",,stop_position,,,yes,,,,,,,,,,,,,,,,,,,,,,,,46.6905351,10.538284,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
302113090.00000,Laatsch - Laudes,,stop_position,,,,,,,,,,,,,,,,,,,,,,,,,,,46.6800932,10.533854,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
302374347.00000,,,stop_position,,,yes,,,,,,,,,,,,,,,,,,,,,,,,46.6430947,11.7000674,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
302412974.00000,Ranui,bus_stop,platform,,no,yes,,,no,,,,,,,,,,,,,,,,,,,,,46.6367574,11.7206485,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
303814954.00000,Stazione Autocorriere,,,,,,,,,,bus_station,,,,,,,,,,,,,,,,,,,45.9162604,10.8826127,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
303832093.00000,Predazzo Borgonuovo,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.3068529,11.5991106,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
303846255.00000,Lavis / Stazione FTM,bus_stop,,,yes,,17,,no,,,,,,,,,,,,,,,,,,,,,46.1385295,11.1090681,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
303846257.00000,Lavis / Cembra,bus_stop,,,yes,,17,,no,,,,,,,,,,,,,,,,,,,,,46.1431966,11.1065497,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
303852466.00000,"Montagna, via delle Dolomiti - Montan, Dolomitenstraße",bus_stop,,Verkehrsverbund Südtirol - Trasporto integrato Alto Adige,,,,,,,,,,,,,,,,,,,,,,,,,,46.333047,11.2998227,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
303852498.00000,"Kaltenbrunn, Abzweigung Truden - Fontanefredde, Bivio Trodena",bus_stop,,Verkehrsverbund Südtirol - Trasporto integrato Alto Adige,,,,,,,,,,,,,,,,,,,,,,,,,,46.3303111,11.3741768,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
304204094.00000,Mendelpass - Passo della Mendola,,station,,,,,,,,,,,,,,,,,,,,,,funicular,,,,,46.4154448,11.209017,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
305508573.00000,Vigo funivia Catinaccio--SKI 70,,stop_position,,,yes,,,,,,,,,,,,,,,,,,,,,,,,46.4198659,11.671766,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
305554402.00000,Vigo h. Dolomiti A--SKI 62,,stop_position,,,yes,,,,,,,,,,,,,,,,,,,,,,,,46.4215245,11.6822898,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
306593096.00000,Glurns Stadtplatz - Glorenza Piazza della Città,,stop_position,PAG,,yes,,,,,,,,,,,,,,,,,,,,,,,,46.6702498,10.5529882,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
311380464.00000,San Michele A/A - Grumo,,,Trentino Trasporti,,,,,,yes,,station,,,,,,,,,,,,,,,,,,46.1938514,11.1277341,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
311380528.00000,Nave San Felice,,,Trentino Trasporti,,,,,,,,station,,,,,,,,,,,,,,,,,,46.1678799,11.1137509,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
311380553.00000,Zambana,,,Trentino Trasport,,,,,,,,station,,,,,,,,,,,,,,,,,,46.1509698,11.1006023,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
311380574.00000,Lavis,,,Trentino Trasporti,,,,,,,,station,,,,,,,,,,,,,,,,,,46.1399856,11.1063221,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
311382070.00000,Gardolo,,,Trentino Trasporti,,,,,,,,station,,,,,,,,,,,,,,,,,,46.1080885,11.1045063,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
311382965.00000,Trento nord zona commerciale,,,TT,,,,,,,,station,,,,,,,,,,,,,,,,,,46.0899179,11.11298,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
312152880.00000,Scalo di Torbole,,stop_position,,,,,,,yes,ferry_terminal,,,,,,,,yes,,,,,,,,,,,45.8666124,10.8761234,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
312160974.00000,Scott by Carpentari,,,,,,,,,,bicycle_rental,,,,,,,,,,,,,,,,,,,45.8707721,10.8767606,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
313977078.00000,Saltria,bus_stop,,,yes,,,,,,,,,,yes,,,,,,,,,,,,,,,46.5317316,11.6691986,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
320903620.00000,Cimirlo,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0677134,11.1846228,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
322713731.00000,Andreis,,,,,,,,,yes,bicycle_rental,,,,,,,,,,,,,,,,,,,46.3481092,10.9094447,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
322895291.00000,Noleggio,,,,,,,,,,bicycle_rental,,,,,,,,,,,,,,,,,,,46.2828515,11.5233516,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
330400817.00000,Caldonazzo,,,RFI,,,,,,,,station,,,,,,,,,,,,,,,,,,45.9975452,11.2645404,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
330400880.00000,Calceranica,,,RFI,,,,,,,,station,,,,,,,,,,,,,,,,,,46.0074137,11.2407771,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
332741778.00000,Jesuheim - Casa del Gesù,bus_stop,,SAD,no,,135.1,,,,,,,,,,,,,,,,,,,,,,,46.4607066,11.2865787,2,4,21,0,21,Bolzano,-,Bolzano,BZ,664502.76007,7397857497.19000
335595260.00000,Malé,,,,,,,,,,,station,,,,,,,,,,,,,,,,,,46.353622,10.9172676,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
335604253.00000,Dimaro-Pressòn,,,,,,,,,,,station,,,,,,,,,,,,,,,,,,46.3288035,10.8726016,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
335608019.00000,Terzolas,,,,,,,,,,,station,,,,,,,,,,,,,,,,,,46.3580507,10.9257072,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
335608027.00000,Caldes,,,,,,,,,,,station,,,,,,,,,,,,,,,,,,46.3663184,10.9455325,2,4,22,0,22,Trento,-,Trento,TN,642828.09583,6206864085.34000
